transaction_id,transaction_date,posting_date,currency,amount,transaction_type,category,sub_category,counterparty,payment_method,department,cost_center,transaction_status, invoice_id,due_date,settlement_date
4361,29-08-2024,08-06-2023,CNY,$55008.86,Expense,Operations,Rent,Cogidoo,Credit Card,Human Resources,CC-704 ,Posted,INV-52866,9/27/2024,11/19/2023
4362,02-10-2023,,CNY,$-46596.32,Expense,Marketing,Software Subscriptions,Jazzy,UPI,Accounting,CC-598 ,Reversed,INV-58256,5/19/2024,01-12-2023
4363,09-03-2023,25-12-2023,RSD,$-17382.89,Expense,Sales,Cloud Services,Quaxo,UPI,Legal,CC-634 ,Posted,INV-42979,2/26/2023,12/21/2023
4364,31-10-2024,14-04-2024,PYG,$13596.40,Transfer,Operations,Logistics,Quinu,Credit Card,Research and Development,CC-779 ,Pending,INV-13378,01-02-2024,12/16/2023
4365,10-02-2023,05-01-2024,HTG,$29220.80,Income,Marketing,Logistics,Quinu,Bank Transfer,Services,CC-875 ,Failed,INV-68048,07-08-2024,01-07-2024
4366,18-07-2024,01-08-2023,BRL,$166974.12,Income,Administration,Advertising,Thoughtsphere,Credit Card,Marketing,CC-662 ,Posted,INV-84383,12/15/2023,07-07-2023
4367,25-03-2023,17-09-2024,EUR,$83093.73,Income,Marketing,Logistics,Mycat,UPI,Human Resources,CC-339 ,Failed,INV-67435,9/17/2023,05-11-2024
4368,28-10-2023,26-10-2024,CNY,$77501.99,Expense,Operations,Rent,Dabjam,Bank Transfer,Training,CC-577 ,Failed,INV-50420,9/27/2023,12/17/2024
4369,22-02-2023,24-05-2024,PLN,$31212.09,Income,Technology,Advertising,Izio,Cash,Human Resources,CC-162 ,Pending,INV-48846,02-04-2024,03-05-2023
4370,13-03-2023,13-02-2024,RUB,$-17548.34,Income,Sales,Logistics,Flashdog,UPI,Research and Development,CC-012 ,Reversed,INV-42502,12/30/2023,03-03-2025
4371,29-10-2023,22-10-2024,CNY,$18873.94,Transfer,Marketing,Logistics,Mita,UPI,Sales,CC-928 ,Posted,INV-14281,8/23/2023,01-07-2024
4372,17-06-2024,27-09-2024,USD,$80770.59,Transfer,Marketing,Rent,Mybuzz,Bank Transfer,Business Development,CC-476 ,Reversed,INV-09178,04-12-2023,03-08-2025
4373,29-04-2023,25-01-2023,BYR,$192305.57,Income,Payroll,Advertising,Voonix,Debit Card,Sales,CC-820 ,Pending,INV-94782,7/25/2023,04-03-2024
4374,06-12-2023,02-10-2023,EUR,$146311.43,Expense,Technology,Cloud Services,Thoughtbridge,UPI,Product Management,CC-123 ,Posted,INV-66717,2/13/2023,12/21/2024
4375,18-07-2024,12-12-2023,IDR,$4987.02,Transfer,Operations,Advertising,Flashspan,Debit Card,Sales,CC-860 ,Posted,INV-51645,3/19/2025,3/17/2025
4376,08-06-2024,,PHP,$-29692.01,Expense,Sales,Rent,Skivee,Debit Card,Marketing,CC-414 ,Reversed,INV-24440,3/30/2023,1/27/2023
4377,12-11-2024,01-10-2024,IDR,$130225.80,Expense,Operations,Software Subscriptions,Katz,UPI,Human Resources,CC-390 ,Pending,INV-62245,8/16/2024,4/30/2023
4378,22-07-2024,12-05-2023,BRL,$178517.50,Income,Sales,Advertising,Wordtune,Cash,Research and Development,CC-132 ,Failed,INV-02078,11-02-2023,12/22/2023
4379,02-10-2024,18-04-2023,XCD,$128470.09,Income,Payroll,Cloud Services,Zoomcast,Cash,Training,CC-932 ,Reversed,INV-73128,05-04-2023,5/24/2023
4380,03-01-2024,01-11-2024,IDR,$100673.70,Expense,Marketing,Salaries,Chatterpoint,Cash,Legal,CC-399 ,Failed,INV-88984,11-06-2023,03-01-2023
4381,04-04-2024,08-01-2023,CNY,$3313.38,Income,Operations,Cloud Services,Livepath,Debit Card,Sales,CC-591 ,Reversed,INV-36161,10-10-2024,06-05-2024
4382,06-01-2023,30-10-2023,PHP,$-18669.87,Transfer,Sales,Logistics,Janyx,Credit Card,Services,CC-286 ,Posted,INV-28417,02-06-2025,7/17/2024
4383,06-06-2024,30-08-2023,MMK,$-49746.63,Income,Administration,Software Subscriptions,Twitterworks,UPI,Training,CC-986 ,Pending,INV-77503,7/18/2024,3/29/2024
4384,19-09-2024,10-03-2023,CNY,$75170.34,Expense,Technology,Rent,Trunyx,Bank Transfer,Human Resources,CC-916 ,Reversed,INV-07395,2/17/2024,12/31/2024
4385,23-09-2024,14-03-2023,ARS,$13627.66,Transfer,Payroll,Logistics,Fiveclub,Cash,Product Management,CC-285 ,Pending,INV-88888,8/26/2023,7/29/2024
4386,02-08-2024,20-07-2023,EUR,$-48921.26,Transfer,Administration,Cloud Services,Thoughtbridge,Credit Card,Engineering,CC-197 ,Failed,INV-01810,4/20/2024,03-11-2024
4387,04-10-2023,30-01-2024,EUR,$-16899.18,Income,Administration,Salaries,Eire,Debit Card,Services,CC-989 ,Reversed,INV-25876,10/13/2024,4/17/2023
4388,29-10-2023,,CNY,$141878.48,Transfer,Operations,Cloud Services,Yozio,Debit Card,Support,CC-204 ,Reversed,INV-34575,11-08-2024,12/31/2023
4389,01-12-2023,15-06-2024,SEK,$69189.63,Income,Sales,Advertising,Izio,Debit Card,Sales,CC-166 ,Reversed,INV-12333,02-05-2023,1/17/2023
4390,07-12-2024,19-07-2023,EUR,$171055.84,Expense,Payroll,Salaries,Flashspan,Bank Transfer,Accounting,CC-943 ,Reversed,INV-66603,07-11-2023,02-03-2024
4391,20-07-2024,11-07-2024,BRL,$166233.27,Expense,Marketing,Software Subscriptions,Lazz,Debit Card,Marketing,CC-668 ,Failed,INV-91519,12/30/2024,12/26/2024
4392,10-12-2024,27-02-2023,IDR,$11529.60,Expense,Payroll,Advertising,Lajo,Credit Card,Sales,CC-069 ,Posted,INV-23034,2/13/2023,02-08-2024
4393,09-08-2024,18-09-2023,SEK,$-14290.49,Expense,Sales,Cloud Services,Shuffledrive,Bank Transfer,Sales,CC-139 ,Reversed,INV-88668,8/17/2024,12-10-2024
4394,04-01-2024,07-01-2023,NOK,$17410.43,Income,Marketing,Logistics,Vidoo,Debit Card,Sales,CC-792 ,Failed,INV-49124,12/29/2023,2/16/2025
4395,06-04-2023,,HUF,$-11330.77,Expense,Operations,Cloud Services,Skynoodle,UPI,Sales,CC-242 ,Pending,INV-88916,9/21/2023,1/23/2025
4396,10-12-2023,18-11-2023,EUR,$166034.36,Expense,Payroll,Advertising,Shuffletag,UPI,Research and Development,CC-896 ,Pending,INV-54325,10-04-2023,04-02-2023
4397,11-10-2023,,CUP,$-2115.74,Transfer,Operations,Logistics,Demivee,Bank Transfer,Services,CC-925 ,Pending,INV-00918,6/28/2023,11/26/2024
4398,28-09-2023,14-01-2023,CZK,$191333.50,Income,Payroll,Cloud Services,Yodel,Credit Card,Product Management,CC-656 ,Pending,INV-30306,07-01-2023,11-07-2024
4399,19-03-2024,08-08-2023,CNY,$88524.76,Expense,Technology,Advertising,Buzzbean,Bank Transfer,Training,CC-657 ,Posted,INV-07393,06-05-2024,1/14/2023
4400,09-02-2023,18-01-2024,ARS,$190968.67,Income,Sales,Logistics,Skyvu,UPI,Support,CC-549 ,Pending,INV-37064,3/28/2025,2/18/2025
4401,27-06-2024,24-11-2024,CNY,$158179.25,Income,Technology,Rent,Browseblab,UPI,Human Resources,CC-347 ,Pending,INV-06263,2/14/2025,04-02-2023
4402,17-05-2024,06-08-2024,CNY,$-12035.09,Transfer,Marketing,Advertising,Teklist,Credit Card,Sales,CC-645 ,Posted,INV-33358,4/13/2024,09-01-2023
4403,29-05-2023,11-09-2024,IDR,$47533.43,Income,Sales,Salaries,Tagfeed,UPI,Marketing,CC-812 ,Failed,INV-45614,9/18/2023,10-06-2024
4404,15-02-2024,28-01-2024,RUB,$185012.48,Transfer,Payroll,Software Subscriptions,Realfire,UPI,Training,CC-268 ,Posted,INV-00576,10-11-2024,10-01-2023
4405,31-10-2023,13-01-2023,MXN,$171311.57,Transfer,Operations,Logistics,Cogibox,Debit Card,Training,CC-634 ,Reversed,INV-74928,2/17/2025,03-12-2025
4406,12-09-2023,30-09-2024,BRL,$138126.81,Expense,Marketing,Advertising,Voolia,UPI,Product Management,CC-014 ,Reversed,INV-67351,12/18/2023,07-10-2023
4407,27-09-2023,15-12-2023,IDR,$-39700.64,Transfer,Marketing,Rent,Meezzy,Bank Transfer,Services,CC-158 ,Failed,INV-47534,7/14/2024,06-10-2024
4408,23-09-2024,26-09-2023,PLN,$14137.59,Transfer,Technology,Advertising,Twitterbridge,Credit Card,Engineering,CC-743 ,Posted,INV-70556,12-09-2023,06-02-2024
4409,19-06-2024,10-09-2024,IDR,$21871.01,Expense,Operations,Rent,Jaxbean,UPI,Research and Development,CC-550 ,Posted,INV-69838,3/16/2024,4/25/2023
4410,10-06-2023,24-11-2024,VND,$51787.00,Income,Technology,Salaries,Thoughtmix,Bank Transfer,Training,CC-708 ,Reversed,INV-40353,10/20/2024,07-05-2024
4411,13-06-2024,29-07-2023,RUB,$68175.81,Expense,Sales,Logistics,Pixonyx,Bank Transfer,Services,CC-269 ,Reversed,INV-50856,5/21/2024,2/19/2023
4412,18-03-2023,03-04-2023,EUR,$136361.36,Transfer,Marketing,Rent,Yabox,UPI,Engineering,CC-846 ,Posted,INV-43758,02-11-2025,10-08-2024
4413,01-09-2024,19-04-2024,PHP,$-19575.41,Transfer,Technology,Logistics,Quinu,Debit Card,Services,CC-814 ,Reversed,INV-91041,9/17/2024,9/18/2023
4414,14-07-2024,30-01-2023,PHP,$135814.55,Expense,Payroll,Logistics,Minyx,UPI,Legal,CC-550 ,Posted,INV-07457,08-10-2023,5/22/2024
4415,20-03-2024,02-01-2024,RUB,$59270.41,Income,Technology,Logistics,Reallinks,Bank Transfer,Engineering,CC-226 ,Pending,INV-10338,11/27/2023,5/30/2023
4416,10-07-2024,30-04-2023,CNY,$152167.70,Transfer,Marketing,Software Subscriptions,Blogtags,Debit Card,Support,CC-357 ,Failed,INV-33066,6/28/2024,08-10-2024
4417,24-08-2024,01-03-2024,MZN,$122505.67,Expense,Operations,Advertising,Eire,UPI,Sales,CC-290 ,Pending,INV-02127,4/30/2023,1/20/2025
4418,04-09-2023,25-12-2024,IDR,$136771.52,Transfer,Sales,Advertising,Eare,Cash,Sales,CC-116 ,Reversed,INV-30039,9/18/2023,02-01-2024
4419,02-12-2023,26-01-2023,BAM,$-12488.30,Income,Operations,Logistics,Zoombeat,Cash,Sales,CC-730 ,Pending,INV-61822,3/25/2024,04-11-2023
4420,28-10-2023,09-01-2023,AUD,$169923.18,Expense,Payroll,Salaries,Oyoba,Credit Card,Legal,CC-236 ,Pending,INV-31541,09-09-2024,1/15/2025
4421,02-02-2023,24-09-2024,JPY,$190872.52,Income,Operations,Logistics,Meembee,Cash,Marketing,CC-437 ,Pending,INV-19655,06-01-2023,02-09-2025
4422,02-09-2024,04-09-2023,EUR,$133996.68,Expense,Sales,Logistics,Flipstorm,Debit Card,Accounting,CC-460 ,Posted,INV-55839,02-07-2025,4/23/2024
4423,01-01-2023,05-01-2023,PKR,$53391.02,Expense,Sales,Software Subscriptions,Trupe,Cash,Accounting,CC-308 ,Posted,INV-26742,07-06-2023,12/22/2023
4424,05-09-2023,,QAR,$21769.16,Income,Payroll,Salaries,Demivee,Credit Card,Product Management,CC-860 ,Failed,INV-58621,1/25/2025,1/21/2023
4425,02-05-2024,19-11-2024,CNY,$26057.98,Income,Payroll,Logistics,Devbug,UPI,Marketing,CC-524 ,Reversed,INV-88859,01-01-2023,6/29/2024
4426,18-08-2024,11-06-2024,CNY,$73504.90,Transfer,Payroll,Software Subscriptions,Brainsphere,Bank Transfer,Services,CC-909 ,Reversed,INV-90744,04-11-2023,01-06-2025
4427,09-02-2023,14-11-2023,VND,$-45052.58,Transfer,Administration,Software Subscriptions,Meezzy,Cash,Support,CC-559 ,Posted,INV-35828,1/24/2024,03-08-2023
4428,03-08-2024,18-08-2024,PLN,$-27518.68,Expense,Technology,Rent,Kwinu,Debit Card,Accounting,CC-599 ,Reversed,INV-35034,01-10-2023,9/13/2024
4429,19-07-2023,25-07-2023,PLN,$-2091.33,Income,Marketing,Rent,Gigazoom,UPI,Human Resources,CC-754 ,Posted,INV-90253,10/17/2024,10-10-2023
4430,03-09-2023,07-06-2024,XAF,$143863.91,Expense,Technology,Rent,Quimm,UPI,Product Management,CC-082 ,Pending,INV-99662,9/17/2023,7/18/2023
4431,01-07-2023,26-10-2024,KRW,$18374.41,Expense,Marketing,Advertising,Pixoboo,Debit Card,Product Management,CC-649 ,Reversed,INV-70092,11-07-2023,09-03-2023
4432,07-04-2023,30-08-2024,CNY,$159086.45,Transfer,Administration,Logistics,Quaxo,Bank Transfer,Legal,CC-832 ,Failed,INV-56773,07-06-2023,8/17/2023
4433,05-08-2024,03-12-2023,SDG,$78827.03,Transfer,Marketing,Cloud Services,Livetube,Debit Card,Support,CC-474 ,Posted,INV-19885,3/14/2023,11/15/2024
4434,20-10-2023,02-12-2023,COP,$159819.98,Expense,Technology,Advertising,Gigabox,Debit Card,Business Development,CC-640 ,Failed,INV-69171,7/16/2023,04-03-2023
4435,28-04-2023,05-06-2024,EUR,$189841.05,Expense,Technology,Salaries,Twinte,Credit Card,Human Resources,CC-595 ,Pending,INV-67130,12/24/2023,7/19/2023
4436,15-10-2024,10-05-2023,IDR,$-41560.90,Income,Technology,Cloud Services,Rhycero,Cash,Business Development,CC-083 ,Failed,INV-17988,11/22/2024,3/19/2023
4437,05-03-2024,02-10-2023,BRL,$55572.82,Expense,Payroll,Software Subscriptions,Twinder,UPI,Legal,CC-600 ,Posted,INV-63815,06-10-2024,4/25/2024
4438,15-12-2024,,COP,$170769.17,Transfer,Administration,Rent,Zooxo,Cash,Support,CC-936 ,Reversed,INV-18511,5/29/2023,07-07-2024
4439,05-09-2023,15-11-2024,IDR,$122281.12,Income,Payroll,Rent,Jabbersphere,Credit Card,Sales,CC-456 ,Reversed,INV-11661,06-04-2023,03-11-2023
4440,28-07-2024,11-06-2024,UAH,$-21311.51,Transfer,Technology,Cloud Services,Feednation,UPI,Training,CC-255 ,Pending,INV-10554,03-03-2024,06-10-2024
4441,26-12-2023,05-05-2024,IDR,$111831.35,Transfer,Sales,Logistics,Gabspot,Debit Card,Services,CC-789 ,Pending,INV-59614,3/30/2024,12/23/2024
4442,01-02-2023,07-05-2023,MYR,$182871.30,Income,Marketing,Rent,Flashset,Debit Card,Services,CC-000 ,Posted,INV-01544,01-08-2023,8/22/2024
4443,15-12-2023,02-06-2024,SYP,$50683.20,Transfer,Sales,Logistics,Innotype,Credit Card,Services,CC-587 ,Failed,INV-86676,2/22/2023,02-03-2023
4444,14-02-2023,01-06-2024,EUR,$68104.30,Expense,Operations,Salaries,Brainsphere,Debit Card,Legal,CC-042 ,Pending,INV-87088,08-11-2024,10/28/2023
4445,18-12-2024,17-07-2024,IDR,$-14084.39,Transfer,Operations,Advertising,Jetpulse,Cash,Accounting,CC-098 ,Failed,INV-70581,6/29/2024,2/22/2024
4446,09-02-2024,07-03-2024,BRL,$69475.61,Expense,Marketing,Software Subscriptions,Myworks,UPI,Business Development,CC-849 ,Reversed,INV-91248,11/27/2023,11/16/2023
4447,08-08-2024,06-06-2024,BWP,$-3873.58,Transfer,Administration,Cloud Services,Realcube,Credit Card,Engineering,CC-837 ,Posted,INV-62036,8/26/2024,6/20/2024
4448,22-03-2024,26-06-2024,IDR,$115366.09,Transfer,Operations,Software Subscriptions,Avaveo,UPI,Sales,CC-937 ,Reversed,INV-54859,01-08-2023,01-12-2024
4449,21-07-2023,14-11-2023,TND,$67761.56,Income,Marketing,Rent,Jazzy,Credit Card,Engineering,CC-305 ,Failed,INV-50301,11-11-2023,08-11-2024
4450,18-02-2024,,RUB,$47854.35,Transfer,Marketing,Advertising,Yambee,UPI,Business Development,CC-427 ,Failed,INV-87301,04-05-2024,06-10-2024
4451,25-10-2023,23-02-2024,RUB,$188519.24,Expense,Payroll,Salaries,Talane,Bank Transfer,Legal,CC-983 ,Pending,INV-44990,10/13/2023,10-12-2023
4452,31-10-2023,23-07-2023,HNL,$16835.08,Expense,Operations,Advertising,Rhybox,UPI,Business Development,CC-839 ,Posted,INV-93211,4/23/2024,03-06-2024
4453,10-06-2024,27-01-2023,EUR,$60958.85,Income,Operations,Salaries,Dablist,Cash,Product Management,CC-836 ,Reversed,INV-07270,3/21/2025,3/17/2024
4454,28-11-2023,10-10-2023,CNY,$-43820.62,Income,Operations,Salaries,Gigaclub,Debit Card,Services,CC-335 ,Reversed,INV-14669,10-09-2024,12-04-2024
4455,28-11-2024,08-12-2024,RUB,$-24119.62,Income,Operations,Software Subscriptions,Browsezoom,Cash,Marketing,CC-472 ,Pending,INV-63294,2/22/2023,2/20/2025
4456,04-07-2024,23-07-2024,CNY,$76872.75,Transfer,Administration,Salaries,Shuffletag,Cash,Marketing,CC-691 ,Pending,INV-88046,5/17/2023,01-04-2025
4457,09-01-2024,28-09-2023,RSD,$42248.31,Transfer,Operations,Cloud Services,Yamia,Credit Card,Accounting,CC-407 ,Posted,INV-10360,3/20/2023,1/16/2023
4458,08-02-2023,13-05-2024,IDR,$190690.62,Income,Sales,Software Subscriptions,Tekfly,UPI,Engineering,CC-939 ,Failed,INV-00204,03-02-2025,05-11-2024
4459,24-07-2024,,JPY,$4466.58,Expense,Payroll,Software Subscriptions,Dablist,Bank Transfer,Human Resources,CC-688 ,Reversed,INV-04416,05-07-2023,8/14/2024
4460,15-04-2023,21-04-2023,MXN,$176540.63,Transfer,Sales,Advertising,Linktype,Bank Transfer,Product Management,CC-355 ,Failed,INV-44751,12/26/2024,3/25/2023
4461,05-01-2024,,BRL,$173128.70,Transfer,Sales,Rent,Realcube,UPI,Support,CC-973 ,Pending,INV-98874,4/25/2023,07-10-2024
4462,02-01-2024,09-11-2024,CNY,$88649.73,Transfer,Operations,Rent,Jabberbean,Bank Transfer,Product Management,CC-438 ,Failed,INV-86775,6/23/2024,02-11-2023
4463,03-05-2023,22-01-2023,ILS,$57987.20,Expense,Technology,Cloud Services,Skinix,Bank Transfer,Engineering,CC-128 ,Posted,INV-60051,11-12-2023,5/22/2023
4464,01-01-2024,,XAF,$-19085.85,Transfer,Technology,Software Subscriptions,Skiba,Bank Transfer,Engineering,CC-999 ,Failed,INV-27643,4/23/2024,02-09-2025
4465,12-02-2023,22-08-2023,IDR,$94723.49,Transfer,Payroll,Rent,Skivee,Debit Card,Services,CC-326 ,Reversed,INV-50646,10/24/2023,9/20/2024
4466,31-08-2024,21-11-2024,BOB,$194496.61,Expense,Sales,Software Subscriptions,Jazzy,Cash,Human Resources,CC-693 ,Pending,INV-17633,12/25/2023,01-09-2025
4467,20-02-2024,07-08-2024,KGS,$89072.78,Expense,Payroll,Rent,Pixoboo,Credit Card,Business Development,CC-949 ,Failed,INV-25469,7/25/2024,3/22/2025
4468,14-12-2023,24-10-2023,BRL,$1141.17,Transfer,Sales,Cloud Services,Kwideo,Bank Transfer,Sales,CC-633 ,Failed,INV-64395,3/30/2023,8/21/2024
4469,15-11-2023,,RUB,$196612.26,Expense,Administration,Rent,Rhycero,Credit Card,Support,CC-788 ,Reversed,INV-34800,10-04-2023,12-03-2023
4470,03-03-2023,21-12-2024,PGK,$-14420.30,Transfer,Technology,Salaries,Tagpad,Bank Transfer,Marketing,CC-184 ,Reversed,INV-18191,7/15/2023,12/21/2024
4471,02-11-2024,,CNY,$-33454.15,Income,Payroll,Advertising,Vidoo,Cash,Engineering,CC-438 ,Reversed,INV-02076,03-10-2023,12-03-2023
4472,05-05-2024,29-11-2024,OMR,$122493.00,Expense,Administration,Logistics,Minyx,Bank Transfer,Marketing,CC-404 ,Pending,INV-64655,6/21/2024,6/27/2023
4473,13-03-2023,17-09-2023,CZK,$199227.07,Transfer,Sales,Advertising,Zoomcast,Cash,Training,CC-884 ,Posted,INV-85104,10/25/2024,7/17/2024
4474,17-05-2023,17-06-2024,CNY,$43815.82,Income,Payroll,Salaries,Plajo,UPI,Business Development,CC-631 ,Posted,INV-73386,02-01-2023,03-06-2025
4475,02-02-2023,11-08-2024,MXN,$122161.91,Income,Technology,Logistics,Eayo,Debit Card,Sales,CC-520 ,Pending,INV-03573,10/26/2023,9/25/2023
4476,20-05-2024,10-03-2023,CNY,$36325.88,Income,Payroll,Software Subscriptions,Einti,Credit Card,Research and Development,CC-110 ,Failed,INV-70212,2/22/2025,2/17/2025
4477,08-11-2024,24-01-2023,CNY,$5560.11,Expense,Sales,Logistics,Dabtype,Credit Card,Product Management,CC-186 ,Reversed,INV-63573,11-05-2024,04-09-2024
4478,30-06-2023,07-06-2024,BRL,$189161.80,Transfer,Payroll,Cloud Services,Linkbuzz,Credit Card,Legal,CC-196 ,Reversed,INV-48626,12/22/2024,03-09-2024
4479,30-07-2024,06-10-2024,USD,$116436.88,Transfer,Operations,Logistics,Twimm,UPI,Training,CC-139 ,Failed,INV-18451,5/18/2023,12-10-2024
4480,09-01-2023,21-12-2024,IDR,$83001.10,Expense,Administration,Cloud Services,Photojam,Credit Card,Training,CC-355 ,Pending,INV-72078,11/23/2024,08-01-2023
4481,16-03-2024,03-08-2024,CNY,$76598.71,Income,Technology,Rent,Fanoodle,UPI,Legal,CC-445 ,Reversed,INV-04706,11/20/2024,9/25/2024
4482,13-07-2024,29-10-2023,SEK,$-29189.71,Transfer,Marketing,Software Subscriptions,Linkbuzz,Cash,Accounting,CC-501 ,Reversed,INV-62583,10-01-2024,12-03-2024
4483,01-11-2024,06-12-2024,MYR,$42182.47,Income,Marketing,Advertising,Camimbo,Cash,Legal,CC-104 ,Pending,INV-74603,5/31/2024,04-01-2023
4484,11-12-2023,23-05-2023,EUR,$31858.22,Transfer,Marketing,Advertising,Minyx,Bank Transfer,Training,CC-553 ,Reversed,INV-80945,3/17/2024,3/28/2025
4485,03-11-2023,02-03-2023,THB,$-763.12,Expense,Payroll,Software Subscriptions,Trudeo,Bank Transfer,Support,CC-373 ,Posted,INV-62452,12/31/2024,3/13/2025
4486,31-07-2023,25-02-2023,CZK,$131320.97,Expense,Administration,Salaries,Mydeo,Bank Transfer,Sales,CC-662 ,Pending,INV-34161,10/23/2024,2/28/2024
4487,04-06-2023,08-12-2023,NOK,$34998.10,Income,Marketing,Software Subscriptions,Thoughtmix,Cash,Engineering,CC-443 ,Pending,INV-07622,8/22/2023,03-01-2024
4488,05-09-2024,12-04-2023,MXN,$96111.82,Income,Operations,Software Subscriptions,Photojam,Cash,Engineering,CC-642 ,Failed,INV-69001,04-04-2023,08-07-2024
4489,30-03-2023,22-05-2023,SEK,$109319.71,Transfer,Sales,Rent,Gabspot,Debit Card,Marketing,CC-023 ,Reversed,INV-30774,8/24/2023,03-05-2023
4490,03-01-2023,26-02-2023,CNY,$169741.63,Expense,Operations,Rent,Meetz,UPI,Human Resources,CC-107 ,Posted,INV-54272,08-12-2024,01-08-2025
4491,11-11-2023,10-02-2024,IDR,$52548.20,Income,Marketing,Logistics,Fatz,Bank Transfer,Research and Development,CC-518 ,Reversed,INV-34800,05-02-2023,02-11-2024
4492,28-11-2023,31-05-2024,IDR,$29574.80,Expense,Marketing,Advertising,Realblab,Debit Card,Legal,CC-885 ,Posted,INV-68990,01-02-2024,9/29/2024
4493,20-04-2024,27-06-2024,IDR,$91684.30,Expense,Administration,Cloud Services,Bluejam,Cash,Support,CC-208 ,Reversed,INV-14933,3/20/2023,09-08-2023
4494,28-08-2024,22-11-2024,SEK,$-34280.38,Transfer,Payroll,Salaries,Jabberstorm,Cash,Sales,CC-769 ,Reversed,INV-93694,8/17/2024,12/17/2023
4495,05-02-2024,09-02-2023,EUR,$174106.40,Expense,Technology,Advertising,Buzzdog,Credit Card,Services,CC-708 ,Pending,INV-91605,3/17/2024,8/19/2024
4496,29-10-2024,08-02-2024,EUR,$123793.59,Expense,Sales,Cloud Services,Ozu,Cash,Legal,CC-594 ,Posted,INV-61448,1/20/2023,1/24/2023
4497,18-10-2023,26-09-2023,GTQ,$82454.40,Transfer,Technology,Rent,Quinu,Debit Card,Training,CC-108 ,Posted,INV-32922,3/20/2024,11/16/2023
4498,20-11-2023,03-12-2024,BOB,$72341.37,Transfer,Administration,Advertising,Blogtags,Cash,Accounting,CC-879 ,Failed,INV-75959,4/30/2023,7/21/2023
4499,12-11-2024,31-07-2023,CNY,$-48726.50,Income,Marketing,Advertising,Flipbug,UPI,Research and Development,CC-140 ,Posted,INV-18761,9/27/2023,04-02-2023
4500,19-06-2024,11-09-2023,CNY,$-44406.46,Transfer,Administration,Cloud Services,Jaxnation,Debit Card,Engineering,CC-561 ,Pending,INV-22055,2/18/2025,2/26/2024
4501,01-02-2023,07-01-2023,ZAR,$81864.24,Expense,Payroll,Logistics,Skiba,UPI,Training,CC-575 ,Posted,INV-58591,7/28/2024,07-01-2024
4502,16-11-2023,20-05-2024,PHP,$114420.79,Expense,Operations,Rent,Rhycero,Credit Card,Research and Development,CC-087 ,Failed,INV-23517,2/15/2024,4/28/2023
4503,22-11-2023,24-10-2023,IDR,$-24546.27,Transfer,Technology,Software Subscriptions,Jaloo,Credit Card,Accounting,CC-708 ,Failed,INV-41918,8/14/2023,08-06-2024
4504,04-03-2024,08-05-2023,CNY,$12514.90,Income,Administration,Rent,Voonder,Credit Card,Engineering,CC-523 ,Pending,INV-92631,02-02-2024,4/20/2024
4505,15-04-2024,27-11-2024,BHD,$-47003.00,Transfer,Marketing,Logistics,Fatz,Credit Card,Training,CC-253 ,Failed,INV-39396,7/20/2024,12/19/2023
4506,22-01-2024,21-07-2024,GTQ,$-25216.28,Income,Technology,Advertising,Jaxworks,UPI,Marketing,CC-619 ,Posted,INV-47893,05-08-2023,12/29/2023
4507,14-06-2023,28-01-2023,PLN,$-3233.58,Expense,Administration,Advertising,Buzzbean,Credit Card,Support,CC-555 ,Failed,INV-54955,11-01-2024,05-04-2024
4508,26-10-2024,,EUR,$192568.14,Expense,Operations,Salaries,Tavu,Bank Transfer,Human Resources,CC-803 ,Pending,INV-56039,3/17/2025,6/22/2023
4509,24-09-2024,19-07-2024,CNY,$150979.86,Income,Administration,Advertising,Tekfly,UPI,Research and Development,CC-814 ,Reversed,INV-61525,3/24/2023,11/15/2023
4510,31-05-2023,23-03-2023,PLN,$197347.44,Transfer,Sales,Advertising,Skimia,UPI,Accounting,CC-294 ,Failed,INV-49448,03-04-2023,04-10-2024
4511,28-10-2023,27-08-2023,ARS,$-43901.14,Expense,Payroll,Advertising,Gabtune,Debit Card,Business Development,CC-900 ,Reversed,INV-79297,3/26/2023,3/22/2023
4512,13-10-2023,13-06-2024,BRL,$15500.37,Transfer,Payroll,Software Subscriptions,Yacero,Debit Card,Engineering,CC-571 ,Failed,INV-42392,1/15/2023,01-06-2025
4513,08-10-2023,29-09-2023,PHP,$28836.31,Expense,Sales,Cloud Services,Zoonoodle,Credit Card,Marketing,CC-269 ,Failed,INV-70691,1/13/2025,01-05-2024
4514,12-11-2023,26-07-2023,RUB,$-28312.83,Income,Marketing,Cloud Services,Divavu,Debit Card,Training,CC-476 ,Posted,INV-29018,04-05-2023,2/28/2025
4515,02-01-2023,04-11-2024,CLP,$-27640.26,Income,Marketing,Cloud Services,Quinu,Debit Card,Services,CC-488 ,Posted,INV-93504,08-10-2024,4/14/2023
4516,08-08-2024,11-12-2024,IDR,$65104.56,Income,Technology,Cloud Services,Oyondu,Credit Card,Training,CC-226 ,Posted,INV-27525,6/18/2024,5/23/2024
4517,22-04-2023,12-10-2024,RUB,$75543.70,Expense,Administration,Rent,Voolia,UPI,Marketing,CC-937 ,Failed,INV-08560,1/13/2025,07-08-2023
4518,25-08-2024,20-10-2024,RUB,$163581.72,Transfer,Sales,Advertising,Oyonder,Credit Card,Support,CC-664 ,Failed,INV-47761,7/13/2024,1/29/2024
