transaction_id,transaction_date,posting_date,currency,amount,transaction_type,category,sub_category,counterparty,payment_method,department,cost_center,transaction_status, invoice_id,due_date,settlement_date,expense
4167,23-03-2023,04-03-2023,CNY,114203.79,Expense,Payroll,Software Subscriptions,Kanoodle,Cash,Human Resources,CC-190 ,Reversed,INV-02522,28-02-2024,05-04-2024,0
4168,11-02-2023,23-06-2023,CNY,11490.15,Income,Administration,Advertising,Blogtag,Credit Card,Business Development,CC-347 ,Pending,INV-41085,22-12-2023,16-12-2023,0
4169,16-12-2024,27-07-2024,ALL,53528.81,Income,Payroll,Software Subscriptions,Babbleblab,Cash,Accounting,CC-678 ,Posted,INV-44582,28-07-2023,27-03-2023,0
4170,12-12-2024,01-05-2024,PHP,14141.97,Transfer,Technology,Rent,Twinte,UPI,Engineering,CC-414 ,Reversed,INV-57844,17-01-2025,31-07-2023,0
4171,14-09-2023,20-06-2023,JPY,122197.55,Income,Administration,Rent,Gevee,Debit Card,Training,CC-765 ,Failed,INV-16552,30-10-2023,29-01-2023,0
4172,25-10-2023,23-05-2023,EUR,104124.35,Transfer,Technology,Cloud Services,Youspan,Credit Card,Services,CC-977 ,Pending,INV-94753,10-11-2023,12-03-2023,0
4173,21-07-2023,29-09-2023,SEK,120098.34,Income,Administration,Logistics,Linklinks,Debit Card,Marketing,CC-277 ,Reversed,INV-35950,06-12-2024,24-03-2023,0
4174,06-12-2023,04-04-2023,CNY,172017.19,Transfer,Technology,Rent,Topicstorm,Bank Transfer,Marketing,CC-243 ,Reversed,INV-99397,29-03-2025,06-07-2023,0
4175,15-09-2023,04-12-2024,IDR,0,Transfer,Marketing,Salaries,Jaxnation,Debit Card,Engineering,CC-089 ,Posted,INV-93212,08-08-2024,07-01-2025,24845.61
4176,01-05-2024,02-04-2024,THB,174384.08,Income,Technology,Salaries,Janyx,Cash,Marketing,CC-461 ,Pending,INV-68678,30-09-2023,28-07-2024,0
4177,30-08-2023,25-02-2024,CNY,60015.24,Expense,Payroll,Logistics,Wordtune,UPI,Business Development,CC-088 ,Posted,INV-52937,18-03-2023,23-09-2024,0
4178,28-04-2024,03-07-2024,EUR,76605.38,Expense,Sales,Cloud Services,Twitterbridge,Credit Card,Legal,CC-787 ,Failed,INV-12547,24-09-2024,19-10-2024,0
4179,26-10-2023,25-08-2023,EUR,109570.02,Transfer,Payroll,Logistics,Divape,UPI,Research and Development,CC-064 ,Reversed,INV-80313,14-02-2024,26-03-2024,0
4180,21-02-2024,25-09-2024,EUR,69925.25,Income,Operations,Rent,Skivee,Debit Card,Training,CC-552 ,Reversed,INV-74955,16-10-2023,04-08-2023,0
4181,10-07-2023,28-06-2024,VND,184786.08,Transfer,Administration,Logistics,Viva,Bank Transfer,Engineering,CC-875 ,Posted,INV-09599,31-12-2023,24-02-2023,0
4182,10-08-2023,23-03-2023,CNY,186034.22,Income,Technology,Rent,Jabbercube,Cash,Research and Development,CC-789 ,Failed,INV-69280,06-05-2024,27-11-2024,0
4183,17-10-2023,19-03-2024,DOP,7607.35,Expense,Marketing,Advertising,Vitz,Credit Card,Research and Development,CC-625 ,Reversed,INV-75390,21-02-2024,26-12-2024,0
4184,24-01-2024,11-06-2024,BRL,85016.5,Income,Operations,Software Subscriptions,Blogtags,Cash,Services,CC-834 ,Pending,INV-20875,07-06-2023,16-07-2023,0
4185,07-12-2024,19-11-2023,CNY,148921.69,Expense,Marketing,Rent,Avamm,Cash,Product Management,CC-625 ,Pending,INV-81860,18-01-2024,25-12-2024,0
4186,29-01-2024,02-05-2024,CZK,16641.83,Transfer,Operations,Software Subscriptions,Rhycero,UPI,Legal,CC-877 ,Failed,INV-45424,14-11-2023,06-10-2024,0
4187,22-01-2023,17-08-2023,CNY,0,Income,Sales,Software Subscriptions,Trudoo,Cash,Accounting,CC-510 ,Pending,INV-58166,30-10-2024,15-02-2025,752.51
4188,13-03-2024,,BRL,0,Expense,Sales,Rent,Tavu,Debit Card,Product Management,CC-287 ,Pending,INV-74640,22-07-2024,06-12-2024,17365.17
4189,10-02-2024,,VND,88566.65,Expense,Marketing,Advertising,Devshare,Cash,Research and Development,CC-233 ,Reversed,INV-71634,15-12-2024,14-07-2023,0
4190,22-01-2024,04-02-2023,HNL,342.65,Expense,Administration,Advertising,Jaxworks,UPI,Product Management,CC-870 ,Pending,INV-84896,16-07-2023,17-07-2024,0
4191,06-08-2024,22-03-2024,CNY,137692.08,Transfer,Sales,Logistics,Yadel,Bank Transfer,Engineering,CC-168 ,Reversed,INV-58509,04-07-2024,04-11-2023,0
4192,16-04-2024,11-11-2023,CNY,69365.08,Expense,Sales,Software Subscriptions,Jaxspan,Credit Card,Research and Development,CC-515 ,Pending,INV-78013,03-03-2023,15-10-2024,0
4193,23-10-2024,12-12-2024,CNY,20103.06,Expense,Marketing,Logistics,Mycat,Bank Transfer,Training,CC-909 ,Failed,INV-52213,30-11-2024,17-01-2025,0
4194,05-12-2024,03-12-2024,CNY,0,Expense,Technology,Software Subscriptions,Rooxo,Debit Card,Business Development,CC-566 ,Posted,INV-22530,24-02-2023,30-03-2024,30280.81
4195,19-04-2024,04-08-2023,VND,80858.04,Expense,Technology,Cloud Services,Browsecat,Cash,Sales,CC-951 ,Pending,INV-41250,11-07-2024,23-10-2023,0
4196,15-09-2024,22-07-2023,PLN,0,Transfer,Operations,Advertising,Fanoodle,Bank Transfer,Business Development,CC-786 ,Posted,INV-05656,30-12-2024,28-08-2024,25263.19
4197,19-02-2024,11-04-2024,SEK,0,Expense,Payroll,Software Subscriptions,Topicblab,Debit Card,Services,CC-996 ,Posted,INV-79389,10-03-2023,21-12-2024,21285.92
4198,08-11-2023,08-12-2024,RUB,144872.68,Transfer,Operations,Salaries,Wordpedia,UPI,Marketing,CC-853 ,Pending,INV-66094,03-01-2023,17-06-2024,0
4199,07-10-2023,18-02-2023,AZN,105613.31,Expense,Technology,Salaries,Cogibox,Debit Card,Product Management,CC-154 ,Posted,INV-92201,25-06-2024,29-09-2023,0
4200,04-05-2024,,CNY,133071.86,Transfer,Sales,Rent,Tagtune,UPI,Product Management,CC-214 ,Posted,INV-67827,08-08-2023,20-02-2025,0
4201,23-02-2024,23-05-2024,CNY,114626.4,Expense,Administration,Software Subscriptions,Dynazzy,Credit Card,Training,CC-737 ,Reversed,INV-98807,13-10-2023,13-06-2024,0
4202,29-10-2024,23-04-2024,CNY,0,Expense,Sales,Cloud Services,Tagpad,Bank Transfer,Accounting,CC-759 ,Failed,INV-38850,18-01-2024,02-04-2024,47732.76
4203,15-04-2024,22-08-2024,IDR,139621.28,Expense,Administration,Cloud Services,Brainverse,Credit Card,Support,CC-457 ,Pending,INV-61054,28-03-2023,13-02-2025,0
4204,06-09-2023,02-06-2023,IDR,76611.43,Transfer,Administration,Salaries,Zoomcast,Credit Card,Research and Development,CC-075 ,Failed,INV-01804,30-06-2023,23-12-2023,0
4205,21-10-2024,08-07-2024,EUR,0,Expense,Technology,Advertising,Twiyo,Debit Card,Business Development,CC-727 ,Reversed,INV-15777,25-09-2024,25-01-2025,4914.46
4206,07-04-2024,01-06-2024,IDR,0,Income,Administration,Cloud Services,Skibox,Bank Transfer,Support,CC-847 ,Reversed,INV-75118,15-02-2024,29-04-2023,19122.75
4207,10-04-2023,16-07-2023,NZD,144033.79,Transfer,Technology,Logistics,Gigabox,Cash,Product Management,CC-131 ,Reversed,INV-20641,11-12-2023,29-12-2023,0
4208,15-01-2023,27-11-2023,PHP,132113.77,Income,Sales,Logistics,Einti,Credit Card,Product Management,CC-055 ,Pending,INV-74511,16-11-2024,04-01-2025,0
4209,28-04-2023,26-07-2024,BRL,0,Transfer,Payroll,Cloud Services,Dabtype,Credit Card,Services,CC-665 ,Failed,INV-55305,05-11-2023,13-08-2023,48942.83
4210,01-06-2024,24-02-2024,KMF,30339.27,Transfer,Payroll,Advertising,InnoZ,Debit Card,Services,CC-291 ,Failed,INV-10480,18-11-2023,23-06-2023,0
4211,01-12-2023,17-02-2023,RUB,0,Transfer,Marketing,Software Subscriptions,Skyndu,Cash,Engineering,CC-428 ,Failed,INV-49457,04-09-2024,06-03-2025,484.16
4212,12-03-2023,12-12-2023,CNY,147725.13,Income,Payroll,Salaries,Dynabox,Cash,Product Management,CC-432 ,Posted,INV-14368,24-08-2023,03-06-2024,0
4213,19-01-2024,23-11-2023,MXN,0,Income,Technology,Salaries,Divape,Debit Card,Legal,CC-920 ,Posted,INV-23599,01-06-2025,23-03-2023,44344.29
4214,25-09-2023,08-05-2023,EUR,25976.49,Income,Operations,Advertising,Youspan,Debit Card,Business Development,CC-853 ,Reversed,INV-30972,19-07-2024,04-01-2025,0
4215,11-04-2023,27-07-2024,RUB,121555.7,Expense,Operations,Salaries,Dabvine,Cash,Support,CC-332 ,Pending,INV-10421,02-11-2025,08-04-2023,0
4216,17-11-2023,31-07-2023,NOK,20635.53,Income,Payroll,Salaries,Chatterbridge,Bank Transfer,Marketing,CC-084 ,Reversed,INV-05009,02-01-2025,15-05-2024,0
4217,22-02-2024,25-03-2024,CAD,123745.09,Transfer,Payroll,Software Subscriptions,Eimbee,Cash,Sales,CC-877 ,Reversed,INV-96483,21-12-2023,31-10-2024,0
4218,22-03-2024,03-01-2024,VND,0,Transfer,Operations,Advertising,Voonyx,Credit Card,Research and Development,CC-756 ,Pending,INV-01203,31-07-2024,09-02-2024,33991.3
4219,30-01-2023,05-04-2023,KHR,146713.63,Expense,Administration,Salaries,Youtags,Cash,Support,CC-880 ,Pending,INV-22658,16-02-2023,20-03-2023,0
4220,02-07-2023,22-11-2024,AFN,0,Transfer,Sales,Cloud Services,Pixope,Debit Card,Product Management,CC-675 ,Failed,INV-08880,28-05-2024,31-12-2024,22719
4221,18-06-2024,04-04-2024,CNY,91142.92,Transfer,Administration,Rent,Skiptube,UPI,Accounting,CC-652 ,Pending,INV-89548,26-05-2024,09-03-2024,0
4222,04-10-2024,09-10-2024,LAK,18787.83,Income,Technology,Advertising,Eidel,UPI,Marketing,CC-802 ,Reversed,INV-38238,17-11-2024,13-02-2025,0
4223,11-06-2023,03-11-2024,RUB,137136.64,Transfer,Administration,Software Subscriptions,Wikido,Credit Card,Legal,CC-975 ,Failed,INV-17611,23-04-2024,06-03-2023,0
4224,15-11-2024,27-04-2023,EUR,58873.28,Transfer,Administration,Logistics,Trupe,Credit Card,Business Development,CC-465 ,Reversed,INV-17256,30-06-2024,04-05-2023,0
4225,13-03-2023,19-09-2023,BRL,56211.13,Expense,Payroll,Cloud Services,Camido,Bank Transfer,Business Development,CC-102 ,Failed,INV-31378,07-10-2023,06-09-2023,0
4226,02-11-2024,22-01-2023,PHP,0,Transfer,Sales,Advertising,Twitterbeat,UPI,Marketing,CC-929 ,Posted,INV-25848,25-12-2024,03-01-2024,12800.55
4227,18-11-2023,21-04-2024,COP,28572.78,Transfer,Marketing,Salaries,Mynte,Cash,Training,CC-724 ,Pending,INV-19838,22-02-2025,16-07-2023,0
4228,14-01-2023,21-11-2023,EUR,0,Expense,Operations,Rent,Jabberstorm,Bank Transfer,Accounting,CC-244 ,Pending,INV-27943,16-06-2023,14-11-2023,21097.55
4229,08-10-2024,26-10-2023,GHS,0,Expense,Technology,Software Subscriptions,Ainyx,Cash,Product Management,CC-209 ,Reversed,INV-23395,28-10-2023,02-10-2023,29266.66
4230,14-10-2024,25-04-2024,EUR,0,Income,Operations,Cloud Services,Linklinks,Cash,Engineering,CC-563 ,Failed,INV-72198,12-05-2023,10-06-2024,22592.3
4231,03-05-2023,13-05-2024,RUB,136733.17,Income,Operations,Salaries,Flashdog,Bank Transfer,Research and Development,CC-877 ,Posted,INV-43749,22-11-2024,23-06-2023,0
4232,03-11-2024,04-03-2024,PLN,188657.37,Expense,Marketing,Rent,Mynte,Bank Transfer,Legal,CC-683 ,Posted,INV-82766,13-12-2023,25-07-2024,0
4233,10-02-2023,27-07-2023,CNY,32964.01,Expense,Technology,Salaries,Youfeed,Cash,Research and Development,CC-176 ,Reversed,INV-09584,08-09-2023,30-01-2024,0
4234,21-11-2023,09-01-2024,RUB,46007.6,Income,Marketing,Software Subscriptions,Babbleblab,UPI,Marketing,CC-461 ,Posted,INV-18901,23-01-2023,19-04-2023,0
4235,18-09-2023,08-02-2024,CUP,49830.12,Transfer,Technology,Cloud Services,Voolia,Cash,Sales,CC-976 ,Reversed,INV-23477,31-08-2024,16-11-2023,0
4236,19-11-2024,31-07-2023,KPW,119866.36,Transfer,Payroll,Salaries,Flipopia,UPI,Product Management,CC-905 ,Reversed,INV-77639,26-06-2023,24-11-2024,0
4237,30-04-2023,06-10-2023,IDR,128364.37,Transfer,Administration,Logistics,Skibox,Bank Transfer,Engineering,CC-056 ,Posted,INV-11932,29-10-2023,28-07-2024,0
4238,04-09-2024,24-12-2023,BRL,140289.13,Transfer,Sales,Salaries,Myworks,UPI,Human Resources,CC-593 ,Posted,INV-48250,05-03-2024,18-03-2023,0
4239,30-12-2024,29-09-2024,BRL,117473.27,Expense,Administration,Cloud Services,Zazio,Credit Card,Accounting,CC-209 ,Failed,INV-23953,13-06-2024,07-02-2023,0
4240,17-06-2024,14-05-2023,CNY,194591.7,Income,Technology,Software Subscriptions,Lajo,Debit Card,Services,CC-988 ,Pending,INV-21210,22-10-2024,27-05-2024,0
4241,17-04-2023,01-02-2024,JPY,185291.6,Expense,Administration,Salaries,Tazzy,Credit Card,Support,CC-752 ,Pending,INV-49563,26-09-2024,04-03-2025,0
4242,20-06-2024,29-01-2024,DOP,100358.3,Transfer,Administration,Cloud Services,Roombo,Bank Transfer,Research and Development,CC-765 ,Reversed,INV-75988,17-03-2024,04-12-2023,0
4243,23-02-2024,23-09-2024,EUR,135433.74,Income,Administration,Cloud Services,Riffpedia,UPI,Human Resources,CC-295 ,Pending,INV-43130,06-05-2023,07-06-2024,0
4244,08-06-2024,23-10-2023,BSD,41007.35,Expense,Sales,Logistics,Kare,Cash,Research and Development,CC-697 ,Posted,INV-25220,08-02-2024,29-05-2024,0
4245,08-01-2024,22-02-2023,CZK,106935.64,Expense,Technology,Software Subscriptions,Oba,Cash,Business Development,CC-283 ,Reversed,INV-14338,20-08-2024,13-01-2025,0
4246,29-01-2024,21-08-2024,CNY,129641.34,Expense,Administration,Software Subscriptions,Oodoo,UPI,Accounting,CC-273 ,Pending,INV-27992,09-11-2024,02-05-2024,0
4247,15-04-2024,24-03-2024,CNY,0,Transfer,Administration,Cloud Services,Ntag,UPI,Training,CC-267 ,Pending,INV-07292,02-08-2024,15-06-2023,2693.25
4248,31-10-2023,02-07-2024,SEK,106030.47,Transfer,Administration,Advertising,Divape,Bank Transfer,Product Management,CC-210 ,Failed,INV-94005,05-10-2024,05-01-2023,0
4249,16-05-2023,29-01-2023,CZK,33583.19,Transfer,Sales,Logistics,Abatz,UPI,Marketing,CC-356 ,Failed,INV-33045,17-09-2023,12-03-2024,0
4250,15-09-2023,04-02-2023,CNY,97400.41,Expense,Payroll,Cloud Services,Dabfeed,Cash,Sales,CC-962 ,Failed,INV-60401,29-01-2025,11-02-2023,0
4251,18-08-2024,19-05-2024,CNY,170532.9,Transfer,Sales,Cloud Services,Edgetag,Debit Card,Sales,CC-923 ,Reversed,INV-41534,04-06-2024,21-01-2023,0
4252,11-08-2024,,CNY,97073.77,Income,Administration,Salaries,Twitterwire,UPI,Services,CC-078 ,Posted,INV-35336,30-07-2024,21-10-2024,0
4253,20-10-2023,06-02-2024,PHP,107805.35,Transfer,Sales,Logistics,Cogilith,Debit Card,Accounting,CC-976 ,Pending,INV-07981,18-11-2023,31-10-2023,0
4254,23-08-2023,11-05-2023,IDR,131994.14,Income,Operations,Advertising,Gabvine,Credit Card,Human Resources,CC-891 ,Pending,INV-46052,16-11-2024,18-11-2023,0
4255,22-03-2024,,CNY,57985.99,Transfer,Technology,Logistics,Flashdog,Cash,Business Development,CC-831 ,Reversed,INV-50834,17-01-2024,21-03-2024,0
4256,16-04-2024,04-12-2023,ARS,192155.09,Expense,Operations,Salaries,Jabberbean,UPI,Human Resources,CC-497 ,Failed,INV-22072,26-08-2023,07-07-2024,0
4257,06-05-2024,26-05-2023,SEK,65950.72,Income,Marketing,Salaries,Photolist,Credit Card,Business Development,CC-086 ,Pending,INV-69593,31-05-2024,19-03-2025,0
4258,21-02-2023,04-03-2023,HUF,65242.67,Income,Administration,Rent,Edgewire,Debit Card,Support,CC-765 ,Reversed,INV-72154,13-09-2024,27-11-2023,0
4259,25-02-2023,05-04-2024,KGS,122071.93,Transfer,Operations,Logistics,Photojam,Cash,Support,CC-615 ,Posted,INV-32720,08-06-2023,03-04-2023,0
4260,10-11-2024,29-06-2023,CNY,64548.82,Transfer,Marketing,Salaries,Zoomcast,Cash,Training,CC-486 ,Failed,INV-96942,21-11-2024,05-04-2023,0
4261,30-08-2023,04-01-2024,PLN,122669.11,Expense,Marketing,Salaries,Edgeclub,Bank Transfer,Marketing,CC-588 ,Posted,INV-99777,09-10-2023,07-03-2024,0
4262,28-12-2024,20-08-2023,IDR,191218.86,Expense,Operations,Software Subscriptions,Skyndu,Credit Card,Business Development,CC-586 ,Reversed,INV-34356,05-05-2023,09-03-2024,0
4263,01-07-2024,17-03-2024,RUB,0,Income,Marketing,Software Subscriptions,Quinu,Credit Card,Marketing,CC-889 ,Pending,INV-72682,21-03-2023,31-01-2024,8820.41
4264,12-06-2024,03-03-2024,CNY,86166.95,Expense,Sales,Cloud Services,Skajo,Cash,Research and Development,CC-891 ,Pending,INV-99984,28-06-2024,31-05-2023,0
4265,19-04-2023,20-05-2023,RUB,68886.33,Transfer,Operations,Salaries,Wordify,Bank Transfer,Sales,CC-613 ,Failed,INV-40155,29-04-2023,04-04-2024,0
4266,05-03-2024,30-09-2023,IDR,6046.71,Income,Technology,Cloud Services,Tagtune,Debit Card,Engineering,CC-192 ,Reversed,INV-84187,17-08-2024,22-04-2024,0
4267,03-09-2023,18-10-2024,RUB,0,Transfer,Technology,Cloud Services,Eire,Credit Card,Research and Development,CC-717 ,Pending,INV-88764,10-02-2024,28-03-2024,41417.91
4268,18-12-2024,28-10-2024,SLL,191805.07,Transfer,Administration,Logistics,Edgeclub,Cash,Business Development,CC-862 ,Pending,INV-47938,03-04-2023,16-12-2024,0
4269,16-02-2023,14-11-2023,GTQ,96366.05,Expense,Marketing,Software Subscriptions,Tagfeed,Credit Card,Research and Development,CC-029 ,Pending,INV-89118,23-03-2025,08-02-2025,0
4270,04-12-2024,04-12-2024,CNY,105659.07,Income,Technology,Software Subscriptions,Kwideo,Cash,Services,CC-961 ,Reversed,INV-17709,24-03-2025,06-06-2024,0
4271,24-10-2023,10-03-2023,NPR,0,Expense,Technology,Rent,Abata,Bank Transfer,Support,CC-978 ,Failed,INV-86933,13-05-2024,28-03-2023,7320.83
4272,11-07-2023,22-11-2023,USD,192597.7,Transfer,Administration,Software Subscriptions,Divanoodle,UPI,Training,CC-563 ,Pending,INV-85648,07-11-2023,24-04-2024,0
4273,05-07-2024,02-06-2024,CNY,40263.29,Income,Technology,Logistics,Realcube,Credit Card,Legal,CC-053 ,Posted,INV-31691,30-06-2024,22-06-2024,0
4274,22-09-2024,15-05-2024,AMD,33810.12,Income,Technology,Logistics,Mymm,UPI,Human Resources,CC-492 ,Pending,INV-58552,08-12-2023,26-01-2025,0
4275,26-02-2023,19-01-2024,CNY,0,Expense,Marketing,Salaries,Edgewire,Cash,Services,CC-238 ,Pending,INV-77304,27-09-2023,07-09-2024,8086.98
4276,06-06-2023,15-02-2023,CNY,114419.21,Expense,Sales,Software Subscriptions,Twitterworks,Credit Card,Product Management,CC-162 ,Reversed,INV-65214,03-07-2025,15-12-2023,0
4277,19-10-2024,17-04-2023,EUR,96540.29,Expense,Operations,Software Subscriptions,Zazio,Credit Card,Research and Development,CC-616 ,Pending,INV-48580,14-03-2023,11-06-2023,0
4278,05-05-2023,26-02-2024,CNY,145667.78,Transfer,Administration,Rent,Avamba,Debit Card,Research and Development,CC-091 ,Failed,INV-12340,04-07-2023,09-11-2024,0
4279,02-03-2024,19-01-2024,IDR,0,Transfer,Administration,Logistics,Yodoo,Bank Transfer,Engineering,CC-608 ,Pending,INV-16235,08-04-2023,06-08-2024,19541.31
4280,07-07-2024,06-04-2024,MYR,0,Expense,Operations,Logistics,Vipe,Bank Transfer,Legal,CC-487 ,Posted,INV-76838,10-12-2023,22-01-2024,35343.56
4281,07-06-2024,12-09-2024,CUP,162969.9,Expense,Payroll,Cloud Services,Zoozzy,Credit Card,Training,CC-480 ,Pending,INV-99475,10-11-2024,04-04-2023,0
4282,31-03-2024,03-07-2023,PHP,155204.39,Transfer,Operations,Salaries,Katz,UPI,Support,CC-238 ,Failed,INV-66877,05-01-2024,01-10-2023,0
4283,24-06-2024,18-09-2024,EUR,116239.51,Expense,Marketing,Advertising,Buzzdog,UPI,Support,CC-902 ,Pending,INV-51685,02-04-2023,12-06-2023,0
4284,06-03-2023,14-01-2023,CNY,47532.74,Expense,Sales,Rent,Meejo,Debit Card,Services,CC-820 ,Failed,INV-93855,16-10-2024,21-04-2024,0
4285,26-05-2023,01-04-2024,IDR,0,Expense,Payroll,Software Subscriptions,Wordpedia,Bank Transfer,Legal,CC-706 ,Posted,INV-32457,27-03-2024,28-12-2024,14435.16
4286,25-01-2024,21-06-2024,ARS,8293.82,Expense,Sales,Salaries,Vitz,UPI,Sales,CC-428 ,Failed,INV-25549,21-11-2024,11-08-2024,0
4287,06-01-2023,07-11-2024,CAD,170590.49,Transfer,Marketing,Salaries,Oyondu,Credit Card,Product Management,CC-807 ,Reversed,INV-75569,23-03-2024,17-10-2023,0
4288,04-12-2024,03-09-2023,EUR,46431.78,Expense,Technology,Software Subscriptions,Gabtune,Credit Card,Sales,CC-525 ,Posted,INV-39404,12-04-2024,25-04-2023,0
4289,14-04-2024,31-03-2024,CZK,0,Transfer,Administration,Software Subscriptions,Jabbertype,Bank Transfer,Support,CC-560 ,Posted,INV-34783,02-05-2025,26-09-2024,44004.1
4290,23-07-2023,,RUB,63974.98,Expense,Marketing,Logistics,Linklinks,Credit Card,Services,CC-932 ,Pending,INV-31735,03-08-2024,06-11-2024,0
4291,19-06-2024,15-05-2024,IDR,110423.2,Income,Operations,Rent,Zoomzone,UPI,Training,CC-308 ,Posted,INV-84227,12-02-2023,14-09-2024,0
4292,28-06-2023,22-08-2024,IDR,185928.3,Expense,Technology,Rent,Browseblab,UPI,Product Management,CC-973 ,Reversed,INV-65084,08-09-2023,06-04-2023,0
4293,18-04-2023,01-01-2024,EUR,45104.6,Transfer,Administration,Salaries,Mynte,UPI,Support,CC-616 ,Pending,INV-53522,08-06-2024,21-06-2023,0
4294,27-07-2024,03-07-2023,VND,188551.83,Transfer,Payroll,Salaries,Photobug,UPI,Human Resources,CC-187 ,Reversed,INV-05579,30-08-2023,04-07-2023,0
4295,16-12-2024,14-01-2023,MNT,69267.87,Income,Payroll,Software Subscriptions,BlogXS,Credit Card,Marketing,CC-881 ,Posted,INV-79965,15-03-2024,29-07-2023,0
4296,24-08-2024,17-10-2023,KMF,0,Income,Administration,Logistics,Feednation,Bank Transfer,Product Management,CC-626 ,Posted,INV-90007,12-03-2023,02-07-2024,40487.06
4297,30-09-2024,18-03-2024,EUR,126069.03,Income,Technology,Salaries,Roodel,Cash,Training,CC-697 ,Posted,INV-60340,15-02-2024,04-07-2024,0
4298,04-05-2023,15-06-2023,ARS,161834.44,Expense,Operations,Logistics,Tavu,Credit Card,Product Management,CC-519 ,Reversed,INV-15817,15-06-2023,29-12-2024,0
4299,05-04-2023,07-11-2024,RUB,0,Expense,Operations,Salaries,Yakijo,Credit Card,Engineering,CC-954 ,Posted,INV-54267,30-01-2023,02-11-2024,15493
4300,05-03-2024,27-05-2024,ZAR,71362.65,Transfer,Payroll,Advertising,Linkbuzz,Credit Card,Legal,CC-270 ,Posted,INV-33462,28-10-2024,19-07-2024,0
4301,23-10-2024,24-07-2024,KRW,0,Income,Operations,Salaries,Mudo,UPI,Training,CC-628 ,Failed,INV-16201,25-06-2023,21-10-2023,24338.24
4302,18-01-2024,02-08-2023,IDR,166389.64,Expense,Administration,Advertising,Shuffledrive,Debit Card,Accounting,CC-289 ,Reversed,INV-70600,02-11-2023,15-02-2023,0
4303,07-04-2024,14-03-2023,CNY,0,Expense,Payroll,Cloud Services,Twitterbeat,Debit Card,Services,CC-173 ,Reversed,INV-20670,28-10-2024,20-12-2024,39938.52
4304,08-07-2023,07-12-2024,LBP,0,Expense,Marketing,Cloud Services,Oyoyo,Bank Transfer,Accounting,CC-076 ,Reversed,INV-66942,01-08-2023,07-11-2023,26932.64
4305,19-01-2023,07-01-2023,CUP,191116.13,Income,Payroll,Software Subscriptions,Ooba,Cash,Support,CC-545 ,Reversed,INV-95650,17-06-2024,01-12-2024,0
4306,18-03-2023,16-01-2024,EUR,64407.79,Transfer,Payroll,Rent,Feedmix,Cash,Services,CC-037 ,Posted,INV-90628,03-10-2025,22-09-2023,0
4307,18-08-2024,,BRL,0,Transfer,Payroll,Salaries,Shuffledrive,Debit Card,Engineering,CC-049 ,Failed,INV-64642,24-09-2023,20-04-2024,22343.01
4308,17-03-2024,24-02-2024,CNY,16172.49,Expense,Administration,Advertising,Miboo,UPI,Legal,CC-296 ,Pending,INV-01520,13-04-2023,10-08-2023,0
4309,23-09-2024,21-06-2023,IDR,153620.66,Transfer,Marketing,Rent,Linkbuzz,Debit Card,Marketing,CC-481 ,Posted,INV-79376,24-11-2024,10-02-2023,0
4310,24-05-2024,24-05-2024,GBP,84137.22,Expense,Sales,Rent,Vinder,Debit Card,Human Resources,CC-697 ,Posted,INV-91951,26-04-2023,24-10-2023,0
4311,09-09-2023,22-06-2023,EUR,0,Transfer,Technology,Software Subscriptions,Babbleset,Debit Card,Business Development,CC-339 ,Failed,INV-88515,23-05-2023,08-05-2024,20381.63
4312,24-01-2023,,EUR,105317.23,Transfer,Marketing,Advertising,Meedoo,Debit Card,Support,CC-631 ,Reversed,INV-24577,08-12-2023,08-12-2024,0
4313,14-11-2023,27-07-2024,RUB,18438.07,Expense,Technology,Logistics,Jetpulse,Bank Transfer,Sales,CC-074 ,Failed,INV-07310,20-02-2023,24-02-2023,0
4314,24-12-2024,08-04-2024,PEN,20.45,Income,Payroll,Salaries,Wordware,Cash,Legal,CC-204 ,Pending,INV-32557,30-11-2023,03-12-2024,0
4315,22-03-2023,28-07-2023,AZN,54879.06,Income,Administration,Salaries,Quatz,Credit Card,Business Development,CC-587 ,Posted,INV-99770,15-02-2025,30-12-2024,0
4316,09-04-2024,30-12-2023,PHP,163698.21,Income,Administration,Logistics,Voolith,UPI,Product Management,CC-170 ,Pending,INV-35001,22-12-2023,11-10-2023,0
4317,24-08-2024,21-05-2023,MXN,71883.09,Expense,Sales,Advertising,Eadel,Debit Card,Business Development,CC-472 ,Reversed,INV-22185,08-12-2024,16-02-2023,0
4318,09-11-2023,28-12-2024,PLN,112776.44,Expense,Administration,Software Subscriptions,Gabtune,Bank Transfer,Services,CC-643 ,Reversed,INV-29651,09-01-2024,14-05-2024,0
4319,03-07-2024,,BTN,139524.09,Transfer,Payroll,Salaries,Jetpulse,Bank Transfer,Engineering,CC-508 ,Failed,INV-16067,31-10-2024,31-08-2024,0
4320,24-07-2023,19-12-2024,PHP,0,Transfer,Sales,Rent,Babblestorm,Bank Transfer,Human Resources,CC-394 ,Reversed,INV-47768,25-08-2024,27-10-2024,9117.7
4321,09-03-2024,03-05-2024,CNY,179899.57,Income,Technology,Rent,Rhyloo,UPI,Support,CC-901 ,Posted,INV-37719,01-02-2025,18-02-2025,0
4322,12-04-2024,13-05-2023,VEF,162915.25,Income,Operations,Advertising,Photobug,Credit Card,Legal,CC-175 ,Reversed,INV-00116,14-11-2024,07-10-2024,0
